breed_name,gene_id,count_breed,count_total,Proportion
MONGOLIAN,ENSECAG00000020924,12,18,0.666666667
THOROUGHBRED,ENSECAG00000020904,20,66,0.303030303
QUARTER HORSE,ENSECAG00000020904,23,66,0.348484848
MONGOLIAN,ENSECAG00000020904,23,66,0.348484848
THOROUGHBRED,ENSECAG00000020865,9,31,0.290322581
QUARTER HORSE,ENSECAG00000020865,10,31,0.322580645
MONGOLIAN,ENSECAG00000020865,12,31,0.387096774
THOROUGHBRED,ENSECAG00000020863,25,44,0.568181818
QUARTER HORSE,ENSECAG00000020863,10,44,0.227272727
MONGOLIAN,ENSECAG00000020863,9,44,0.204545455
THOROUGHBRED,ENSECAG00000020854,1,32,0.03125
QUARTER HORSE,ENSECAG00000020854,16,32,0.5
MONGOLIAN,ENSECAG00000020854,15,32,0.46875
THOROUGHBRED,ENSECAG00000020846,9,17,0.529411765
QUARTER HORSE,ENSECAG00000020846,3,17,0.176470588
MONGOLIAN,ENSECAG00000020846,5,17,0.294117647
THOROUGHBRED,ENSECAG00000020840,8,34,0.235294118
QUARTER HORSE,ENSECAG00000020840,13,34,0.382352941
MONGOLIAN,ENSECAG00000020840,13,34,0.382352941
THOROUGHBRED,ENSECAG00000020787,13,60,0.216666667
QUARTER HORSE,ENSECAG00000020787,18,60,0.3
MONGOLIAN,ENSECAG00000020787,29,60,0.483333333
QUARTER HORSE,ENSECAG00000020782,6,22,0.272727273
MONGOLIAN,ENSECAG00000020782,16,22,0.727272727
THOROUGHBRED,ENSECAG00000020781,7,28,0.25
QUARTER HORSE,ENSECAG00000020781,11,28,0.392857143
MONGOLIAN,ENSECAG00000020781,10,28,0.357142857
THOROUGHBRED,ENSECAG00000020775,4,22,0.181818182
QUARTER HORSE,ENSECAG00000020775,10,22,0.454545455
MONGOLIAN,ENSECAG00000020775,8,22,0.363636364
QUARTER HORSE,ENSECAG00000020751,9,23,0.391304348
MONGOLIAN,ENSECAG00000020751,14,23,0.608695652
THOROUGHBRED,ENSECAG00000020715,1,17,0.058823529
QUARTER HORSE,ENSECAG00000020715,13,17,0.764705882
MONGOLIAN,ENSECAG00000020715,3,17,0.176470588
THOROUGHBRED,ENSECAG00000020698,2,28,0.071428571
QUARTER HORSE,ENSECAG00000020698,8,28,0.285714286
MONGOLIAN,ENSECAG00000020698,18,28,0.642857143
QUARTER HORSE,ENSECAG00000020685,9,18,0.5
MONGOLIAN,ENSECAG00000020685,9,18,0.5
THOROUGHBRED,ENSECAG00000020682,5,38,0.131578947
QUARTER HORSE,ENSECAG00000020682,11,38,0.289473684
MONGOLIAN,ENSECAG00000020682,22,38,0.578947368
QUARTER HORSE,ENSECAG00000020677,5,17,0.294117647
MONGOLIAN,ENSECAG00000020677,12,17,0.705882353
THOROUGHBRED,ENSECAG00000020634,10,28,0.357142857
QUARTER HORSE,ENSECAG00000020634,10,28,0.357142857
MONGOLIAN,ENSECAG00000020634,8,28,0.285714286
QUARTER HORSE,ENSECAG00000020601,8,26,0.307692308
MONGOLIAN,ENSECAG00000020601,18,26,0.692307692
THOROUGHBRED,ENSECAG00000020582,9,39,0.230769231
QUARTER HORSE,ENSECAG00000020582,9,39,0.230769231
MONGOLIAN,ENSECAG00000020582,21,39,0.538461538
THOROUGHBRED,ENSECAG00000020508,4,29,0.137931034
QUARTER HORSE,ENSECAG00000020508,9,29,0.310344828
MONGOLIAN,ENSECAG00000020508,16,29,0.551724138
THOROUGHBRED,ENSECAG00000020481,10,19,0.526315789
QUARTER HORSE,ENSECAG00000020481,4,19,0.210526316
MONGOLIAN,ENSECAG00000020481,5,19,0.263157895
THOROUGHBRED,ENSECAG00000020468,28,83,0.337349398
QUARTER HORSE,ENSECAG00000020468,23,83,0.277108434
MONGOLIAN,ENSECAG00000020468,32,83,0.385542169
THOROUGHBRED,ENSECAG00000020440,14,53,0.264150943
QUARTER HORSE,ENSECAG00000020440,15,53,0.283018868
MONGOLIAN,ENSECAG00000020440,24,53,0.452830189
THOROUGHBRED,ENSECAG00000020427,18,32,0.5625
QUARTER HORSE,ENSECAG00000020427,9,32,0.28125
MONGOLIAN,ENSECAG00000020427,5,32,0.15625
QUARTER HORSE,ENSECAG00000020404,7,19,0.368421053
MONGOLIAN,ENSECAG00000020404,12,19,0.631578947
THOROUGHBRED,ENSECAG00000020393,6,15,0.4
QUARTER HORSE,ENSECAG00000020393,4,15,0.266666667
MONGOLIAN,ENSECAG00000020393,5,15,0.333333333
THOROUGHBRED,ENSECAG00000020362,6,16,0.375
QUARTER HORSE,ENSECAG00000020362,8,16,0.5
MONGOLIAN,ENSECAG00000020362,2,16,0.125
THOROUGHBRED,ENSECAG00000020343,3,17,0.176470588
QUARTER HORSE,ENSECAG00000020343,4,17,0.235294118
MONGOLIAN,ENSECAG00000020343,10,17,0.588235294
THOROUGHBRED,ENSECAG00000020314,7,27,0.259259259
QUARTER HORSE,ENSECAG00000020314,11,27,0.407407407
MONGOLIAN,ENSECAG00000020314,9,27,0.333333333
QUARTER HORSE,ENSECAG00000020312,2,19,0.105263158
MONGOLIAN,ENSECAG00000020312,17,19,0.894736842
THOROUGHBRED,ENSECAG00000020262,4,18,0.222222222
QUARTER HORSE,ENSECAG00000020262,3,18,0.166666667
MONGOLIAN,ENSECAG00000020262,11,18,0.611111111
THOROUGHBRED,ENSECAG00000020215,25,69,0.362318841
QUARTER HORSE,ENSECAG00000020215,23,69,0.333333333
MONGOLIAN,ENSECAG00000020215,21,69,0.304347826
THOROUGHBRED,ENSECAG00000020196,7,26,0.269230769
QUARTER HORSE,ENSECAG00000020196,15,26,0.576923077
MONGOLIAN,ENSECAG00000020196,4,26,0.153846154
THOROUGHBRED,ENSECAG00000020181,19,57,0.333333333
QUARTER HORSE,ENSECAG00000020181,20,57,0.350877193
MONGOLIAN,ENSECAG00000020181,18,57,0.315789474
THOROUGHBRED,ENSECAG00000020134,16,25,0.64
QUARTER HORSE,ENSECAG00000020134,8,25,0.32
MONGOLIAN,ENSECAG00000020134,1,25,0.04
THOROUGHBRED,ENSECAG00000020100,13,31,0.419354839
QUARTER HORSE,ENSECAG00000020100,11,31,0.35483871
MONGOLIAN,ENSECAG00000020100,7,31,0.225806452
THOROUGHBRED,ENSECAG00000020053,3,19,0.157894737
QUARTER HORSE,ENSECAG00000020053,11,19,0.578947368
MONGOLIAN,ENSECAG00000020053,5,19,0.263157895
THOROUGHBRED,ENSECAG00000020002,34,99,0.343434343
QUARTER HORSE,ENSECAG00000020002,32,99,0.323232323
MONGOLIAN,ENSECAG00000020002,33,99,0.333333333
THOROUGHBRED,ENSECAG00000019992,11,51,0.215686275
QUARTER HORSE,ENSECAG00000019992,12,51,0.235294118
MONGOLIAN,ENSECAG00000019992,28,51,0.549019608
THOROUGHBRED,ENSECAG00000019975,17,44,0.386363636
QUARTER HORSE,ENSECAG00000019975,9,44,0.204545455
MONGOLIAN,ENSECAG00000019975,18,44,0.409090909
THOROUGHBRED,ENSECAG00000019973,18,48,0.375
QUARTER HORSE,ENSECAG00000019973,15,48,0.3125
MONGOLIAN,ENSECAG00000019973,15,48,0.3125
THOROUGHBRED,ENSECAG00000019940,6,16,0.375
QUARTER HORSE,ENSECAG00000019940,1,16,0.0625
MONGOLIAN,ENSECAG00000019940,9,16,0.5625
QUARTER HORSE,ENSECAG00000019926,6,16,0.375
MONGOLIAN,ENSECAG00000019926,10,16,0.625
THOROUGHBRED,ENSECAG00000019885,15,48,0.3125
QUARTER HORSE,ENSECAG00000019885,17,48,0.354166667
MONGOLIAN,ENSECAG00000019885,16,48,0.333333333
THOROUGHBRED,ENSECAG00000019862,4,17,0.235294118
QUARTER HORSE,ENSECAG00000019862,7,17,0.411764706
MONGOLIAN,ENSECAG00000019862,6,17,0.352941176
THOROUGHBRED,ENSECAG00000019848,7,21,0.333333333
QUARTER HORSE,ENSECAG00000019848,3,21,0.142857143
MONGOLIAN,ENSECAG00000019848,11,21,0.523809524
THOROUGHBRED,ENSECAG00000019843,8,29,0.275862069
QUARTER HORSE,ENSECAG00000019843,9,29,0.310344828
MONGOLIAN,ENSECAG00000019843,12,29,0.413793103
THOROUGHBRED,ENSECAG00000019841,22,85,0.258823529
QUARTER HORSE,ENSECAG00000019841,26,85,0.305882353
MONGOLIAN,ENSECAG00000019841,37,85,0.435294118
THOROUGHBRED,ENSECAG00000019838,5,35,0.142857143
QUARTER HORSE,ENSECAG00000019838,20,35,0.571428571
MONGOLIAN,ENSECAG00000019838,10,35,0.285714286
THOROUGHBRED,ENSECAG00000019833,29,90,0.322222222
QUARTER HORSE,ENSECAG00000019833,30,90,0.333333333
MONGOLIAN,ENSECAG00000019833,31,90,0.344444444
THOROUGHBRED,ENSECAG00000019816,8,17,0.470588235
QUARTER HORSE,ENSECAG00000019816,3,17,0.176470588
MONGOLIAN,ENSECAG00000019816,6,17,0.352941176
THOROUGHBRED,ENSECAG00000019810,18,38,0.473684211
QUARTER HORSE,ENSECAG00000019810,15,38,0.394736842
MONGOLIAN,ENSECAG00000019810,5,38,0.131578947
THOROUGHBRED,ENSECAG00000019800,24,30,0.8
QUARTER HORSE,ENSECAG00000019800,5,30,0.166666667
MONGOLIAN,ENSECAG00000019800,1,30,0.033333333
THOROUGHBRED,ENSECAG00000019798,11,33,0.333333333
QUARTER HORSE,ENSECAG00000019798,5,33,0.151515152
MONGOLIAN,ENSECAG00000019798,17,33,0.515151515
THOROUGHBRED,ENSECAG00000019744,51,183,0.278688525
QUARTER HORSE,ENSECAG00000019744,60,183,0.327868852
MONGOLIAN,ENSECAG00000019744,72,183,0.393442623
THOROUGHBRED,ENSECAG00000019681,3,21,0.142857143
QUARTER HORSE,ENSECAG00000019681,8,21,0.380952381
MONGOLIAN,ENSECAG00000019681,10,21,0.476190476
THOROUGHBRED,ENSECAG00000019673,7,24,0.291666667
QUARTER HORSE,ENSECAG00000019673,13,24,0.541666667
MONGOLIAN,ENSECAG00000019673,4,24,0.166666667
THOROUGHBRED,ENSECAG00000019652,7,41,0.170731707
QUARTER HORSE,ENSECAG00000019652,13,41,0.317073171
MONGOLIAN,ENSECAG00000019652,21,41,0.512195122
THOROUGHBRED,ENSECAG00000019650,23,58,0.396551724
QUARTER HORSE,ENSECAG00000019650,21,58,0.362068966
MONGOLIAN,ENSECAG00000019650,14,58,0.24137931
THOROUGHBRED,ENSECAG00000019606,10,30,0.333333333
QUARTER HORSE,ENSECAG00000019606,5,30,0.166666667
MONGOLIAN,ENSECAG00000019606,15,30,0.5
THOROUGHBRED,ENSECAG00000019605,9,22,0.409090909
QUARTER HORSE,ENSECAG00000019605,3,22,0.136363636
MONGOLIAN,ENSECAG00000019605,10,22,0.454545455
THOROUGHBRED,ENSECAG00000019591,20,33,0.606060606
QUARTER HORSE,ENSECAG00000019591,8,33,0.242424242
MONGOLIAN,ENSECAG00000019591,5,33,0.151515152
THOROUGHBRED,ENSECAG00000019573,35,125,0.28
QUARTER HORSE,ENSECAG00000019573,32,125,0.256
MONGOLIAN,ENSECAG00000019573,58,125,0.464
THOROUGHBRED,ENSECAG00000019547,32,89,0.359550562
QUARTER HORSE,ENSECAG00000019547,31,89,0.348314607
MONGOLIAN,ENSECAG00000019547,26,89,0.292134831
THOROUGHBRED,ENSECAG00000019504,2,22,0.090909091
QUARTER HORSE,ENSECAG00000019504,9,22,0.409090909
MONGOLIAN,ENSECAG00000019504,11,22,0.5
THOROUGHBRED,ENSECAG00000019492,12,46,0.260869565
QUARTER HORSE,ENSECAG00000019492,14,46,0.304347826
MONGOLIAN,ENSECAG00000019492,20,46,0.434782609
THOROUGHBRED,ENSECAG00000019476,17,42,0.404761905
QUARTER HORSE,ENSECAG00000019476,14,42,0.333333333
MONGOLIAN,ENSECAG00000019476,11,42,0.261904762
QUARTER HORSE,ENSECAG00000019466,2,24,0.083333333
MONGOLIAN,ENSECAG00000019466,22,24,0.916666667
THOROUGHBRED,ENSECAG00000019458,11,41,0.268292683
QUARTER HORSE,ENSECAG00000019458,13,41,0.317073171
MONGOLIAN,ENSECAG00000019458,17,41,0.414634146
THOROUGHBRED,ENSECAG00000019431,32,86,0.372093023
QUARTER HORSE,ENSECAG00000019431,23,86,0.26744186
MONGOLIAN,ENSECAG00000019431,31,86,0.360465116
THOROUGHBRED,ENSECAG00000019417,7,25,0.28
QUARTER HORSE,ENSECAG00000019417,8,25,0.32
MONGOLIAN,ENSECAG00000019417,10,25,0.4
THOROUGHBRED,ENSECAG00000019364,7,37,0.189189189
QUARTER HORSE,ENSECAG00000019364,10,37,0.27027027
MONGOLIAN,ENSECAG00000019364,20,37,0.540540541
THOROUGHBRED,ENSECAG00000019334,11,42,0.261904762
QUARTER HORSE,ENSECAG00000019334,19,42,0.452380952
MONGOLIAN,ENSECAG00000019334,12,42,0.285714286
THOROUGHBRED,ENSECAG00000019320,33,126,0.261904762
QUARTER HORSE,ENSECAG00000019320,33,126,0.261904762
MONGOLIAN,ENSECAG00000019320,60,126,0.476190476
THOROUGHBRED,ENSECAG00000019290,16,55,0.290909091
QUARTER HORSE,ENSECAG00000019290,20,55,0.363636364
MONGOLIAN,ENSECAG00000019290,19,55,0.345454545
QUARTER HORSE,ENSECAG00000019278,1,17,0.058823529
MONGOLIAN,ENSECAG00000019278,16,17,0.941176471
THOROUGHBRED,ENSECAG00000019241,7,30,0.233333333
QUARTER HORSE,ENSECAG00000019241,16,30,0.533333333
MONGOLIAN,ENSECAG00000019241,7,30,0.233333333
THOROUGHBRED,ENSECAG00000019229,1,33,0.03030303
QUARTER HORSE,ENSECAG00000019229,14,33,0.424242424
MONGOLIAN,ENSECAG00000019229,18,33,0.545454545
THOROUGHBRED,ENSECAG00000019227,5,26,0.192307692
QUARTER HORSE,ENSECAG00000019227,10,26,0.384615385
MONGOLIAN,ENSECAG00000019227,11,26,0.423076923
THOROUGHBRED,ENSECAG00000019193,15,61,0.245901639
QUARTER HORSE,ENSECAG00000019193,18,61,0.295081967
MONGOLIAN,ENSECAG00000019193,28,61,0.459016393
THOROUGHBRED,ENSECAG00000019161,34,100,0.34
QUARTER HORSE,ENSECAG00000019161,32,100,0.32
MONGOLIAN,ENSECAG00000019161,34,100,0.34
THOROUGHBRED,ENSECAG00000019159,17,30,0.566666667
QUARTER HORSE,ENSECAG00000019159,6,30,0.2
MONGOLIAN,ENSECAG00000019159,7,30,0.233333333
THOROUGHBRED,ENSECAG00000019153,21,84,0.25
QUARTER HORSE,ENSECAG00000019153,29,84,0.345238095
MONGOLIAN,ENSECAG00000019153,34,84,0.404761905
THOROUGHBRED,ENSECAG00000019144,5,31,0.161290323
QUARTER HORSE,ENSECAG00000019144,8,31,0.258064516
MONGOLIAN,ENSECAG00000019144,18,31,0.580645161
THOROUGHBRED,ENSECAG00000019121,18,49,0.367346939
QUARTER HORSE,ENSECAG00000019121,17,49,0.346938776
MONGOLIAN,ENSECAG00000019121,14,49,0.285714286
QUARTER HORSE,ENSECAG00000019096,3,36,0.083333333
MONGOLIAN,ENSECAG00000019096,33,36,0.916666667
THOROUGHBRED,ENSECAG00000019086,17,50,0.34
QUARTER HORSE,ENSECAG00000019086,14,50,0.28
MONGOLIAN,ENSECAG00000019086,19,50,0.38
THOROUGHBRED,ENSECAG00000019081,2,16,0.125
QUARTER HORSE,ENSECAG00000019081,4,16,0.25
MONGOLIAN,ENSECAG00000019081,10,16,0.625
THOROUGHBRED,ENSECAG00000019039,42,93,0.451612903
QUARTER HORSE,ENSECAG00000019039,24,93,0.258064516
MONGOLIAN,ENSECAG00000019039,27,93,0.290322581
THOROUGHBRED,ENSECAG00000019032,5,36,0.138888889
QUARTER HORSE,ENSECAG00000019032,7,36,0.194444444
MONGOLIAN,ENSECAG00000019032,24,36,0.666666667
THOROUGHBRED,ENSECAG00000019025,9,31,0.290322581
QUARTER HORSE,ENSECAG00000019025,10,31,0.322580645
MONGOLIAN,ENSECAG00000019025,12,31,0.387096774
THOROUGHBRED,ENSECAG00000019015,35,137,0.255474453
QUARTER HORSE,ENSECAG00000019015,40,137,0.291970803
MONGOLIAN,ENSECAG00000019015,62,137,0.452554745
THOROUGHBRED,ENSECAG00000018988,13,27,0.481481481
QUARTER HORSE,ENSECAG00000018988,8,27,0.296296296
MONGOLIAN,ENSECAG00000018988,6,27,0.222222222
THOROUGHBRED,ENSECAG00000018979,8,35,0.228571429
QUARTER HORSE,ENSECAG00000018979,7,35,0.2
MONGOLIAN,ENSECAG00000018979,20,35,0.571428571
THOROUGHBRED,ENSECAG00000018967,26,88,0.295454545
QUARTER HORSE,ENSECAG00000018967,29,88,0.329545455
MONGOLIAN,ENSECAG00000018967,33,88,0.375
THOROUGHBRED,ENSECAG00000018952,15,39,0.384615385
QUARTER HORSE,ENSECAG00000018952,6,39,0.153846154
MONGOLIAN,ENSECAG00000018952,18,39,0.461538462
THOROUGHBRED,ENSECAG00000018863,25,50,0.5
QUARTER HORSE,ENSECAG00000018863,18,50,0.36
MONGOLIAN,ENSECAG00000018863,7,50,0.14
THOROUGHBRED,ENSECAG00000018825,8,25,0.32
QUARTER HORSE,ENSECAG00000018825,6,25,0.24
MONGOLIAN,ENSECAG00000018825,11,25,0.44
THOROUGHBRED,ENSECAG00000018816,25,87,0.287356322
QUARTER HORSE,ENSECAG00000018816,27,87,0.310344828
MONGOLIAN,ENSECAG00000018816,35,87,0.402298851
THOROUGHBRED,ENSECAG00000018806,20,36,0.555555556
QUARTER HORSE,ENSECAG00000018806,11,36,0.305555556
MONGOLIAN,ENSECAG00000018806,5,36,0.138888889
THOROUGHBRED,ENSECAG00000018779,2,17,0.117647059
QUARTER HORSE,ENSECAG00000018779,10,17,0.588235294
MONGOLIAN,ENSECAG00000018779,5,17,0.294117647
THOROUGHBRED,ENSECAG00000018716,17,32,0.53125
QUARTER HORSE,ENSECAG00000018716,11,32,0.34375
MONGOLIAN,ENSECAG00000018716,4,32,0.125
THOROUGHBRED,ENSECAG00000018690,16,32,0.5
QUARTER HORSE,ENSECAG00000018690,14,32,0.4375
MONGOLIAN,ENSECAG00000018690,2,32,0.0625
THOROUGHBRED,ENSECAG00000018687,4,23,0.173913043
QUARTER HORSE,ENSECAG00000018687,7,23,0.304347826
MONGOLIAN,ENSECAG00000018687,12,23,0.52173913
THOROUGHBRED,ENSECAG00000018678,5,23,0.217391304
QUARTER HORSE,ENSECAG00000018678,9,23,0.391304348
MONGOLIAN,ENSECAG00000018678,9,23,0.391304348
THOROUGHBRED,ENSECAG00000018591,19,42,0.452380952
QUARTER HORSE,ENSECAG00000018591,14,42,0.333333333
MONGOLIAN,ENSECAG00000018591,9,42,0.214285714
THOROUGHBRED,ENSECAG00000018584,1,21,0.047619048
QUARTER HORSE,ENSECAG00000018584,6,21,0.285714286
MONGOLIAN,ENSECAG00000018584,14,21,0.666666667
THOROUGHBRED,ENSECAG00000018546,16,40,0.4
QUARTER HORSE,ENSECAG00000018546,11,40,0.275
MONGOLIAN,ENSECAG00000018546,13,40,0.325
THOROUGHBRED,ENSECAG00000018543,8,18,0.444444444
QUARTER HORSE,ENSECAG00000018543,9,18,0.5
MONGOLIAN,ENSECAG00000018543,1,18,0.055555556
THOROUGHBRED,ENSECAG00000018527,11,37,0.297297297
QUARTER HORSE,ENSECAG00000018527,15,37,0.405405405
MONGOLIAN,ENSECAG00000018527,11,37,0.297297297
THOROUGHBRED,ENSECAG00000018479,2,18,0.111111111
QUARTER HORSE,ENSECAG00000018479,4,18,0.222222222
MONGOLIAN,ENSECAG00000018479,12,18,0.666666667
THOROUGHBRED,ENSECAG00000018449,18,71,0.253521127
QUARTER HORSE,ENSECAG00000018449,27,71,0.38028169
MONGOLIAN,ENSECAG00000018449,26,71,0.366197183
THOROUGHBRED,ENSECAG00000018419,8,33,0.242424242
QUARTER HORSE,ENSECAG00000018419,14,33,0.424242424
MONGOLIAN,ENSECAG00000018419,11,33,0.333333333
THOROUGHBRED,ENSECAG00000018405,13,51,0.254901961
QUARTER HORSE,ENSECAG00000018405,18,51,0.352941176
MONGOLIAN,ENSECAG00000018405,20,51,0.392156863
THOROUGHBRED,ENSECAG00000018365,4,42,0.095238095
QUARTER HORSE,ENSECAG00000018365,15,42,0.357142857
MONGOLIAN,ENSECAG00000018365,23,42,0.547619048
QUARTER HORSE,ENSECAG00000018363,7,18,0.388888889
MONGOLIAN,ENSECAG00000018363,11,18,0.611111111
THOROUGHBRED,ENSECAG00000018351,18,63,0.285714286
QUARTER HORSE,ENSECAG00000018351,19,63,0.301587302
MONGOLIAN,ENSECAG00000018351,26,63,0.412698413
THOROUGHBRED,ENSECAG00000018342,2,19,0.105263158
QUARTER HORSE,ENSECAG00000018342,13,19,0.684210526
MONGOLIAN,ENSECAG00000018342,4,19,0.210526316
THOROUGHBRED,ENSECAG00000018312,13,53,0.245283019
QUARTER HORSE,ENSECAG00000018312,16,53,0.301886792
MONGOLIAN,ENSECAG00000018312,24,53,0.452830189
THOROUGHBRED,ENSECAG00000018307,8,23,0.347826087
QUARTER HORSE,ENSECAG00000018307,11,23,0.47826087
MONGOLIAN,ENSECAG00000018307,4,23,0.173913043
THOROUGHBRED,ENSECAG00000018288,5,21,0.238095238
QUARTER HORSE,ENSECAG00000018288,4,21,0.19047619
MONGOLIAN,ENSECAG00000018288,12,21,0.571428571
THOROUGHBRED,ENSECAG00000018264,1,23,0.043478261
QUARTER HORSE,ENSECAG00000018264,10,23,0.434782609
MONGOLIAN,ENSECAG00000018264,12,23,0.52173913
THOROUGHBRED,ENSECAG00000018229,20,55,0.363636364
QUARTER HORSE,ENSECAG00000018229,18,55,0.327272727
MONGOLIAN,ENSECAG00000018229,17,55,0.309090909
THOROUGHBRED,ENSECAG00000018203,1,18,0.055555556
QUARTER HORSE,ENSECAG00000018203,9,18,0.5
MONGOLIAN,ENSECAG00000018203,8,18,0.444444444
THOROUGHBRED,ENSECAG00000018172,12,43,0.279069767
QUARTER HORSE,ENSECAG00000018172,12,43,0.279069767
MONGOLIAN,ENSECAG00000018172,19,43,0.441860465
THOROUGHBRED,ENSECAG00000018159,19,62,0.306451613
QUARTER HORSE,ENSECAG00000018159,19,62,0.306451613
MONGOLIAN,ENSECAG00000018159,24,62,0.387096774
THOROUGHBRED,ENSECAG00000018110,6,27,0.222222222
QUARTER HORSE,ENSECAG00000018110,10,27,0.37037037
MONGOLIAN,ENSECAG00000018110,11,27,0.407407407
THOROUGHBRED,ENSECAG00000018095,21,57,0.368421053
QUARTER HORSE,ENSECAG00000018095,21,57,0.368421053
MONGOLIAN,ENSECAG00000018095,15,57,0.263157895
THOROUGHBRED,ENSECAG00000018037,2,16,0.125
QUARTER HORSE,ENSECAG00000018037,7,16,0.4375
MONGOLIAN,ENSECAG00000018037,7,16,0.4375
QUARTER HORSE,ENSECAG00000018004,7,21,0.333333333
MONGOLIAN,ENSECAG00000018004,14,21,0.666666667
THOROUGHBRED,ENSECAG00000017972,16,34,0.470588235
QUARTER HORSE,ENSECAG00000017972,5,34,0.147058824
MONGOLIAN,ENSECAG00000017972,13,34,0.382352941
THOROUGHBRED,ENSECAG00000017966,13,36,0.361111111
QUARTER HORSE,ENSECAG00000017966,7,36,0.194444444
MONGOLIAN,ENSECAG00000017966,16,36,0.444444444
THOROUGHBRED,ENSECAG00000017912,5,24,0.208333333
QUARTER HORSE,ENSECAG00000017912,2,24,0.083333333
MONGOLIAN,ENSECAG00000017912,17,24,0.708333333
THOROUGHBRED,ENSECAG00000017885,23,61,0.37704918
QUARTER HORSE,ENSECAG00000017885,19,61,0.31147541
MONGOLIAN,ENSECAG00000017885,19,61,0.31147541
THOROUGHBRED,ENSECAG00000017881,2,22,0.090909091
QUARTER HORSE,ENSECAG00000017881,8,22,0.363636364
MONGOLIAN,ENSECAG00000017881,12,22,0.545454545
THOROUGHBRED,ENSECAG00000017836,33,78,0.423076923
QUARTER HORSE,ENSECAG00000017836,17,78,0.217948718
MONGOLIAN,ENSECAG00000017836,28,78,0.358974359
THOROUGHBRED,ENSECAG00000017829,1,18,0.055555556
QUARTER HORSE,ENSECAG00000017829,1,18,0.055555556
MONGOLIAN,ENSECAG00000017829,16,18,0.888888889
THOROUGHBRED,ENSECAG00000017825,9,34,0.264705882
QUARTER HORSE,ENSECAG00000017825,13,34,0.382352941
MONGOLIAN,ENSECAG00000017825,12,34,0.352941176
THOROUGHBRED,ENSECAG00000017761,8,16,0.5
QUARTER HORSE,ENSECAG00000017761,2,16,0.125
MONGOLIAN,ENSECAG00000017761,6,16,0.375
THOROUGHBRED,ENSECAG00000017758,17,53,0.320754717
QUARTER HORSE,ENSECAG00000017758,17,53,0.320754717
MONGOLIAN,ENSECAG00000017758,19,53,0.358490566
THOROUGHBRED,ENSECAG00000017729,18,31,0.580645161
QUARTER HORSE,ENSECAG00000017729,7,31,0.225806452
MONGOLIAN,ENSECAG00000017729,6,31,0.193548387
THOROUGHBRED,ENSECAG00000017692,12,44,0.272727273
QUARTER HORSE,ENSECAG00000017692,12,44,0.272727273
MONGOLIAN,ENSECAG00000017692,20,44,0.454545455
THOROUGHBRED,ENSECAG00000017689,3,33,0.090909091
QUARTER HORSE,ENSECAG00000017689,13,33,0.393939394
MONGOLIAN,ENSECAG00000017689,17,33,0.515151515
THOROUGHBRED,ENSECAG00000017672,18,85,0.211764706
QUARTER HORSE,ENSECAG00000017672,26,85,0.305882353
MONGOLIAN,ENSECAG00000017672,41,85,0.482352941
THOROUGHBRED,ENSECAG00000017671,10,39,0.256410256
QUARTER HORSE,ENSECAG00000017671,14,39,0.358974359
MONGOLIAN,ENSECAG00000017671,15,39,0.384615385
THOROUGHBRED,ENSECAG00000017661,12,37,0.324324324
QUARTER HORSE,ENSECAG00000017661,7,37,0.189189189
MONGOLIAN,ENSECAG00000017661,18,37,0.486486486
THOROUGHBRED,ENSECAG00000017607,25,62,0.403225806
QUARTER HORSE,ENSECAG00000017607,22,62,0.35483871
MONGOLIAN,ENSECAG00000017607,15,62,0.241935484
THOROUGHBRED,ENSECAG00000017592,21,96,0.21875
QUARTER HORSE,ENSECAG00000017592,40,96,0.416666667
MONGOLIAN,ENSECAG00000017592,35,96,0.364583333
QUARTER HORSE,ENSECAG00000017566,3,15,0.2
MONGOLIAN,ENSECAG00000017566,12,15,0.8
THOROUGHBRED,ENSECAG00000017565,15,68,0.220588235
QUARTER HORSE,ENSECAG00000017565,19,68,0.279411765
MONGOLIAN,ENSECAG00000017565,34,68,0.5
THOROUGHBRED,ENSECAG00000017555,11,39,0.282051282
QUARTER HORSE,ENSECAG00000017555,14,39,0.358974359
MONGOLIAN,ENSECAG00000017555,14,39,0.358974359
THOROUGHBRED,ENSECAG00000017550,5,34,0.147058824
QUARTER HORSE,ENSECAG00000017550,12,34,0.352941176
MONGOLIAN,ENSECAG00000017550,17,34,0.5
THOROUGHBRED,ENSECAG00000017520,6,25,0.24
QUARTER HORSE,ENSECAG00000017520,2,25,0.08
MONGOLIAN,ENSECAG00000017520,17,25,0.68
THOROUGHBRED,ENSECAG00000017502,7,33,0.212121212
QUARTER HORSE,ENSECAG00000017502,10,33,0.303030303
MONGOLIAN,ENSECAG00000017502,16,33,0.484848485
THOROUGHBRED,ENSECAG00000017473,3,34,0.088235294
QUARTER HORSE,ENSECAG00000017473,11,34,0.323529412
MONGOLIAN,ENSECAG00000017473,20,34,0.588235294
THOROUGHBRED,ENSECAG00000017467,11,37,0.297297297
QUARTER HORSE,ENSECAG00000017467,15,37,0.405405405
MONGOLIAN,ENSECAG00000017467,11,37,0.297297297
THOROUGHBRED,ENSECAG00000017449,18,34,0.529411765
QUARTER HORSE,ENSECAG00000017449,12,34,0.352941176
MONGOLIAN,ENSECAG00000017449,4,34,0.117647059
THOROUGHBRED,ENSECAG00000017366,5,27,0.185185185
QUARTER HORSE,ENSECAG00000017366,8,27,0.296296296
